Respondent_ID,Q1_Age_Group,Q2_Gender,Q3_Employment,Q4_Income,Q5_Pet_Type,Q5b_Ownership_Duration,Q6_Boarding_Frequency,Q7_Boarding_Reason,Q8_Kennel,Q8_Home_Sitter,Q8_App,Q8_Vet_Clinic,Q8_Family_Friends,Q8_Never_Used,Q9_Monthly_Pet_Spend_USD,Q10_Attachment_1,Q10_Attachment_2,Q10_Attachment_3,Q10_Attachment_4,Q10_Attachment_5,Q11_Urgency,Q12_Satisfaction_1,Q12_Satisfaction_2,Q12_Satisfaction_3,Q12_Satisfaction_4,Q13_Concern_Safety,Q13_Concern_Feeding,Q13_Concern_No_Updates,Q13_Concern_Caretaker_Exp,Q13_Concern_Hygiene,Q13_Concern_Pet_Emotion,Q13_Concern_Emergency,Q13_Concern_Trust,Q14_Budget_Live_Video,Q14_Budget_Verified_Profiles,Q14_Budget_Messaging,Q14_Budget_CCTV,Q14_Budget_Custom_Care,Q14_Budget_Health_Log,Q14_Budget_Emergency_Coord,Q14_Budget_Grooming,Q15_Care_Preference,Q16_Trust_1,Q16_Trust_2,Q16_Trust_3,Q16_Trust_4,Q17_Competitive_Awareness,Q18_Switching_Threshold,Q19_PSM_TooChеap_USD,Q19_PSM_GoodValue_USD,Q19_PSM_GettingExpensive_USD,Q19_PSM_TooExpensive_USD,Q20_Payment_Model,Q21_Attitude_1,Q21_Attitude_2,Q21_Attitude_3,Q22_Norm_1,Q22_Norm_2,Q22_Norm_3,Q23_Control_1,Q23_Control_2,Q23_Control_3,Q24_Adoption_Barrier,Q25_Adoption_Intent,Cluster_Label,Is_Outlier,Derived_Attachment_Index,Derived_Concern_Index,Derived_Trust_Index,Derived_TPB_Attitude_Score,Derived_TPB_Norm_Score,Derived_TPB_Control_Score,Derived_TPB_Composite,Derived_Satisfaction_Index,Derived_PSM_WTP_Midpoint
R0456,22-29,Female,Student,USD 5000-9999,Cat,1-3 years,Rarely (≤1/yr),Medical/family emergency,1,1,0,0,1,0,121,3,3,3,4,4,Maybe - possible,4,3,5,5,3,4,3,4,3,4,3,4,0,1,0,0,3,4,3,4,Home-based caretaker,3,4,3,4,Heard of but not used,Significantly better,12,24,52,85,Annual membership,4,3,4,3,3,3,3,3,3,Data privacy concern,No,Budget-Sensitive Occasional User,No,3.4,3.5,3.5,3.67,3.0,3.0,3.22,4.25,38.0
R0457,50-59,Male,Full-time,USD 10000-19999,Dog,4-7 years,Occasionally (2-4/yr),Personal holiday,0,1,0,1,1,0,386,5,5,5,5,5,Yes - confirmed,3,1,2,2,4,4,4,5,3,5,5,4,1,2,5,4,1,0,2,0,Hybrid,3,4,3,4,Heard of but not used,Significantly better,37,54,72,103,Corporate benefit,5,4,5,4,4,4,4,4,5,Inconsistent quality,Yes,Anxious Premium Pet Parent,No,5.0,4.25,3.5,4.67,4.0,4.33,4.33,2.0,63.0
R0458,30-39,Female,Self-employed,USD 5000-9999,Dog,7+ years,Rarely (≤1/yr),Work travel,0,0,0,0,1,0,253,3,4,5,3,4,Maybe - possible,4,3,2,3,4,2,3,3,4,4,4,4,1,6,5,0,1,1,0,1,Professional facility,2,3,3,3,Heard of but not used,Marginally better,17,34,58,91,Freemium,2,3,3,3,2,3,3,4,3,Data privacy concern,No,Trust-Sceptical Non-Adopter,No,3.8,3.5,2.75,2.67,2.67,3.33,2.89,3.0,46.0
R0459,50-59,Male,Full-time,USD 5000-9999,Dog,4-7 years,Rarely (≤1/yr),Personal holiday,0,1,0,1,0,0,58,3,3,4,3,3,Yes - confirmed,4,3,5,3,3,2,4,4,3,3,3,3,1,3,2,1,1,5,2,0,Professional facility,4,4,4,3,Not aware,Would not switch,6,20,50,81,Pay-per-booking,3,3,4,3,3,4,3,3,3,Limited local availability,Yes,Budget-Sensitive Occasional User,No,3.2,3.12,3.75,3.33,3.33,3.0,3.22,3.75,35.0
R0460,40-49,Female,Self-employed,USD 10000-19999,Cat,4-7 years,Frequently (5-10/yr),Personal holiday,1,0,0,1,0,0,394,4,3,2,4,3,Yes - confirmed,4,2,3,3,5,4,4,4,4,3,5,5,3,2,3,2,0,3,2,0,Professional facility,4,4,3,4,Yes - aware and used,Noticeably better,34,41,55,71,Monthly subscription,4,4,4,4,4,5,5,5,4,Unknown caretaker trust,Yes,Busy Working Professional,No,3.2,4.25,3.75,4.0,4.33,4.67,4.33,3.0,48.0
R0461,22-29,Female,Self-employed,Prefer not to disclose,Dog,7+ years,Frequently (5-10/yr),Personal holiday,1,0,0,0,0,0,415,5,4,4,5,5,Maybe - possible,3,2,3,2,5,4,4,4,4,5,5,4,5,0,1,0,5,1,3,0,Hybrid,3,5,3,4,Yes - aware and used,Would not switch,45,57,81,120,Monthly subscription,4,5,5,5,4,4,5,4,4,Inconsistent quality,Yes,Anxious Premium Pet Parent,No,4.6,4.38,3.75,4.67,4.33,4.33,4.44,2.5,69.0
R0462,50-59,Female,Full-time,USD 20000+,Cat,4-7 years,Rarely (≤1/yr),Work travel,0,1,1,0,0,0,352,3,4,5,5,4,No - no near-term need,4,2,2,2,5,4,5,5,5,4,5,5,2,1,1,1,0,1,9,0,Home-based caretaker,4,4,3,4,Yes - aware and used,Significantly better,28,42,69,90,Pay-per-booking,5,5,4,4,4,5,4,5,5,No significant barrier,Maybe,Anxious Premium Pet Parent,No,4.2,4.75,3.75,4.67,4.33,4.67,4.56,2.5,55.5
R0463,22-29,Female,Self-employed,USD 10000-19999,Bird,4-7 years,Frequently (5-10/yr),Work travel,0,1,0,0,1,0,343,4,4,3,4,4,Yes - confirmed,3,3,2,3,5,4,4,4,4,4,4,5,3,6,0,0,1,0,2,3,Professional facility,3,4,5,4,Not aware,Noticeably better,28,41,65,73,Monthly subscription,4,4,5,4,4,4,5,4,4,Unknown caretaker trust,Maybe,Busy Working Professional,No,3.8,4.25,4.0,4.33,4.0,4.33,4.22,2.75,53.0
R0464,40-49,Male,Student,USD 5000-9999,Dog,1-3 years,Occasionally (2-4/yr),Other,0,1,0,0,1,0,175,3,3,3,3,3,No - no near-term need,4,3,3,3,3,4,4,4,3,4,4,3,2,4,0,1,1,4,0,3,Professional facility,5,3,4,4,Not aware,Noticeably better,34,46,77,121,Freemium,4,3,4,4,4,3,3,4,4,Price too high,Maybe,Convenience-Driven Casual Owner,No,3.0,3.62,4.0,3.67,3.67,3.67,3.67,3.25,61.5
R0465,40-49,Female,Full-time,USD 10000-19999,Dog,< 1 year,Occasionally (2-4/yr),Work travel,0,0,0,1,0,0,450,5,5,5,4,5,Yes - confirmed,3,3,2,3,5,5,5,5,5,4,4,5,0,4,1,7,0,3,0,0,Hybrid,3,4,3,5,Not aware,Noticeably better,52,63,88,96,Annual membership,4,5,4,4,4,4,5,5,5,Unknown caretaker trust,No,Anxious Premium Pet Parent,No,4.8,4.75,3.75,4.33,4.0,5.0,4.44,2.75,75.5
R0466,22-29,Male,Part-time,USD 10000-19999,Cat,4-7 years,Frequently (5-10/yr),Other,0,1,1,1,1,0,515,5,4,5,4,4,Yes - confirmed,3,1,1,2,5,5,4,5,5,4,4,5,5,0,0,4,5,0,1,0,Professional facility,5,4,4,5,Yes - aware and used,Noticeably better,46,56,71,91,Annual membership,4,5,4,3,4,5,5,5,4,Unknown caretaker trust,Yes,Anxious Premium Pet Parent,No,4.4,4.62,4.5,4.33,4.0,4.67,4.33,1.75,63.5
R0467,40-49,Male,Full-time,USD 10000-19999,Cat,< 1 year,Occasionally (2-4/yr),Personal holiday,0,1,1,1,1,0,581,4,4,4,4,4,Yes - confirmed,3,3,3,2,4,5,4,5,5,5,5,5,2,0,6,0,2,1,4,0,No preference,5,5,4,4,Heard of but not used,Noticeably better,37,54,82,127,Annual membership,5,5,4,5,4,5,4,5,5,Unknown caretaker trust,Yes,Anxious Premium Pet Parent,No,4.0,4.75,4.5,4.67,4.67,4.67,4.67,2.75,68.0
R0468,30-39,Male,Part-time,USD 2000-4999,Dog,4-7 years,Frequently (5-10/yr),Work travel,0,0,0,0,0,0,132,4,2,3,4,3,Maybe - possible,4,4,4,3,3,4,4,3,3,3,4,3,9,1,2,0,1,0,2,0,Hybrid,4,4,3,4,Yes - aware and used,Significantly better,30,37,57,81,Annual membership,4,4,4,4,3,4,4,4,4,Inconsistent quality,Yes,Convenience-Driven Casual Owner,No,3.2,3.38,3.75,4.0,3.67,4.0,3.89,3.75,47.0
R0469,30-39,Male,Full-time,USD 5000-9999,Bird,1-3 years,Occasionally (2-4/yr),Medical/family emergency,1,1,1,0,1,0,389,5,5,4,4,4,Maybe - possible,2,3,3,4,5,3,5,5,4,5,5,5,8,1,1,4,0,0,1,0,Hybrid,4,4,3,4,Yes - aware and used,Marginally better,47,59,86,111,Corporate benefit,4,5,4,3,4,5,5,4,5,Unknown caretaker trust,Yes,Anxious Premium Pet Parent,No,4.4,4.62,3.75,4.33,4.0,4.67,4.33,3.0,72.5
R0470,22-29,Female,Part-time,USD 2000-4999,Dog,1-3 years,Occasionally (2-4/yr),Work travel,0,0,1,0,0,0,210,3,4,3,4,4,Maybe - possible,4,2,4,3,5,4,3,4,3,3,3,4,7,2,2,2,0,0,1,1,Professional facility,4,4,3,5,Yes - aware and used,Significantly better,20,32,64,72,Monthly subscription,5,3,4,4,4,4,4,4,4,No significant barrier,Maybe,Convenience-Driven Casual Owner,No,3.6,3.62,4.0,4.0,4.0,4.0,4.0,3.25,48.0
R0471,40-49,Male,Full-time,USD 10000-19999,Cat,4-7 years,Very frequently (>10/yr),Work travel,1,1,0,0,0,0,326,5,5,4,5,4,No - no near-term need,3,2,2,2,4,4,5,4,4,5,4,4,3,0,1,0,1,0,9,1,Home-based caretaker,5,3,4,4,Yes - aware and used,Noticeably better,51,57,91,99,Annual membership,3,5,5,4,4,4,5,4,4,Data privacy concern,Yes,Anxious Premium Pet Parent,No,4.6,4.25,4.0,4.33,4.0,4.33,4.22,2.25,74.0
R0472,30-39,Female,Full-time,USD 20000+,Dog,7+ years,Frequently (5-10/yr),Personal holiday,0,0,1,0,1,0,426,5,4,4,5,3,Maybe - possible,3,2,3,3,4,4,5,4,4,5,4,4,1,0,4,0,1,5,2,2,Home-based caretaker,4,5,5,4,Yes - aware and used,Noticeably better,26,45,80,101,Monthly subscription,4,5,5,4,4,3,4,4,5,Inconsistent quality,Yes,Busy Working Professional,No,4.2,4.25,4.5,4.67,3.67,4.33,4.22,2.75,62.5
R0473,30-39,Female,Full-time,USD 10000-19999,Dog,4-7 years,Occasionally (2-4/yr),Personal holiday,0,1,0,0,1,0,243,4,3,5,5,4,Yes - confirmed,4,3,2,3,4,3,5,4,3,4,4,5,2,3,6,3,1,0,0,0,Professional facility,3,4,3,4,Yes - aware and used,Noticeably better,19,31,48,67,Freemium,4,4,4,4,4,4,4,4,5,Price too high,Yes,Busy Working Professional,No,4.2,4.0,3.5,4.0,4.0,4.33,4.11,3.0,39.5
R0474,22-29,Female,Self-employed,USD 2000-4999,Cat,4-7 years,Occasionally (2-4/yr),Personal holiday,1,1,0,0,1,0,259,4,3,3,4,4,Yes - confirmed,4,3,5,4,4,4,4,3,3,3,3,3,0,8,3,1,0,0,1,2,Home-based caretaker,5,4,4,4,Yes - aware and used,Noticeably better,22,35,65,91,Monthly subscription,3,4,4,3,3,3,4,4,4,Data privacy concern,Maybe,Convenience-Driven Casual Owner,No,3.6,3.38,4.25,3.67,3.0,4.0,3.56,4.0,50.0
R0475,30-39,Female,Full-time,USD 2000-4999,Reptile,4-7 years,Occasionally (2-4/yr),Personal holiday,0,0,1,1,0,1,213,3,3,5,4,4,No - no near-term need,3,4,3,4,3,4,4,4,3,4,3,4,0,4,0,2,1,0,7,1,Home-based caretaker,1,2,2,4,Yes - aware and used,Not applicable,26,40,59,67,Monthly subscription,3,3,3,3,2,2,3,3,3,Unknown caretaker trust,Maybe,Trust-Sceptical Non-Adopter,No,3.8,3.62,2.25,3.0,2.33,3.0,2.78,3.5,49.5
R0476,22-29,Male,Full-time,USD 5000-9999,Rabbit/small mammal,4-7 years,Frequently (5-10/yr),Long working hours,0,1,0,0,0,0,213,3,4,2,5,4,Yes - confirmed,4,3,3,2,4,4,4,4,4,3,3,4,0,4,4,4,2,1,0,0,Home-based caretaker,3,5,4,4,Heard of but not used,Significantly better,39,49,79,124,Monthly subscription,4,4,4,4,4,4,5,4,5,Data privacy concern,Yes,Busy Working Professional,No,3.6,3.75,4.0,4.0,4.0,4.67,4.22,3.0,64.0
R0477,50-59,Female,Full-time,USD 10000-19999,Dog,1-3 years,Occasionally (2-4/yr),Work travel,1,1,0,0,1,0,258,4,3,3,4,5,Yes - confirmed,3,3,3,4,4,4,4,4,4,4,4,4,0,3,2,0,4,1,5,0,Professional facility,3,4,5,4,Yes - aware and used,Marginally better,27,36,71,79,Pay-per-booking,4,5,5,5,4,4,5,5,5,Data privacy concern,Yes,Busy Working Professional,No,3.8,4.0,4.0,4.67,4.33,5.0,4.67,3.25,53.5
R0478,22-29,Female,Full-time,Prefer not to disclose,Cat,4-7 years,Very frequently (>10/yr),Personal holiday,1,0,0,0,0,0,308,5,4,4,4,5,No - no near-term need,2,3,2,3,5,4,4,5,4,5,5,5,1,8,0,0,4,0,2,0,Hybrid,4,4,4,4,Yes - aware and used,Noticeably better,42,60,73,94,Annual membership,5,5,5,5,5,5,4,4,4,Unknown caretaker trust,Yes,Anxious Premium Pet Parent,No,4.4,4.62,4.0,5.0,5.0,4.0,4.67,2.5,66.5
R0479,30-39,Female,Part-time,USD 20000+,Dog,4-7 years,Occasionally (2-4/yr),Personal holiday,1,1,0,1,1,0,525,4,5,5,4,4,No - no near-term need,2,2,2,4,5,5,4,5,4,5,4,5,5,0,0,0,1,5,4,0,Professional facility,4,4,3,4,Not aware,Noticeably better,48,68,98,134,Annual membership,5,4,5,4,4,5,5,4,5,Data privacy concern,No,Anxious Premium Pet Parent,No,4.4,4.62,3.75,4.67,4.33,4.67,4.56,2.5,83.0
R0480,30-39,Female,Full-time,USD 5000-9999,Cat,1-3 years,Rarely (≤1/yr),Personal holiday,0,0,0,0,1,0,114,4,3,3,3,3,Maybe - possible,4,3,4,4,4,3,4,3,3,3,3,2,0,4,0,0,1,8,1,1,Home-based caretaker,4,4,4,4,Heard of but not used,Noticeably better,3,20,34,66,Pay-per-booking,4,3,4,4,3,4,3,3,4,Price too high,Yes,Budget-Sensitive Occasional User,No,3.2,3.12,4.0,3.67,3.67,3.33,3.56,3.75,27.0
R0481,40-49,Female,Retired,Below USD 2000,Cat,4-7 years,Frequently (5-10/yr),Work travel,1,0,1,0,0,0,328,4,4,3,4,5,No - no near-term need,4,3,4,3,4,3,4,4,4,3,4,4,0,6,1,0,5,0,3,0,Hybrid,3,2,2,3,Heard of but not used,Would not switch,7,24,38,80,Pay-per-booking,3,3,2,2,3,3,3,3,2,Unknown caretaker trust,Maybe,Trust-Sceptical Non-Adopter,No,4.0,3.75,2.5,2.67,2.67,2.67,2.67,3.5,31.0
R0482,40-49,Female,Student,USD 5000-9999,Cat,7+ years,Rarely (≤1/yr),Work travel,0,0,0,0,1,0,210,3,4,3,3,3,No - no near-term need,3,4,4,4,4,4,3,4,3,4,3,4,1,4,0,0,7,0,0,3,Home-based caretaker,4,5,3,4,Not aware,Noticeably better,10,25,42,62,Pay-per-booking,3,3,4,2,3,3,3,4,4,Price too high,Maybe,Budget-Sensitive Occasional User,No,3.2,3.62,4.0,3.33,2.67,3.67,3.22,3.75,33.5
R0483,40-49,Male,Self-employed,USD 20000+,Dog,7+ years,Frequently (5-10/yr),Personal holiday,1,1,1,0,0,0,409,5,4,5,5,5,Maybe - possible,3,3,3,5,5,4,4,5,4,5,4,5,1,2,4,0,3,1,4,0,Hybrid,3,4,3,5,Not aware,Marginally better,48,62,73,132,Annual membership,4,5,5,4,4,5,5,3,4,Unknown caretaker trust,Maybe,Anxious Premium Pet Parent,No,4.8,4.5,3.75,4.67,4.33,4.0,4.33,3.5,67.5
R0484,50-59,Male,Self-employed,USD 20000+,Dog,< 1 year,Frequently (5-10/yr),Long working hours,1,1,0,0,1,0,447,5,4,5,5,4,No - no near-term need,3,2,2,3,5,4,5,4,4,5,5,4,2,3,1,4,3,0,2,0,Professional facility,4,3,4,4,Yes - aware and used,Marginally better,33,50,76,84,Monthly subscription,4,5,5,4,4,4,3,4,4,Data privacy concern,No,Anxious Premium Pet Parent,No,4.6,4.5,3.75,4.67,4.0,3.67,4.11,2.5,63.0
R0485,40-49,Female,Full-time,Below USD 2000,Cat,< 1 year,Frequently (5-10/yr),Medical/family emergency,0,0,1,0,1,0,145,3,3,3,3,4,No - no near-term need,4,4,3,4,4,3,3,4,3,3,3,3,0,1,2,0,3,3,6,0,Home-based caretaker,4,3,3,3,Not aware,Significantly better,5,23,46,72,Monthly subscription,4,4,4,3,4,3,4,3,4,Limited local availability,Maybe,Budget-Sensitive Occasional User,No,3.2,3.25,3.25,4.0,3.33,3.67,3.67,3.75,34.5
R0486,22-29,Male,Student,USD 10000-19999,Bird,< 1 year,Occasionally (2-4/yr),Work travel,1,0,0,1,1,0,114,4,3,2,4,3,No - no near-term need,4,4,5,3,3,3,4,4,2,4,4,3,1,2,1,0,1,4,5,1,Hybrid,2,3,3,3,Heard of but not used,Not applicable,9,21,34,99,Pay-per-booking,3,4,3,3,3,3,3,4,4,Price too high,Maybe,Budget-Sensitive Occasional User,No,3.2,3.38,2.75,3.33,3.0,3.67,3.33,4.0,27.5
R0487,30-39,Female,Full-time,USD 10000-19999,Rabbit/small mammal,1-3 years,Frequently (5-10/yr),Personal holiday,0,1,0,0,1,0,374,4,4,4,4,4,Yes - confirmed,2,3,2,2,4,4,4,5,4,4,3,5,8,3,0,2,1,0,1,0,Home-based caretaker,4,4,4,4,Heard of but not used,Noticeably better,18,33,59,67,Monthly subscription,5,5,5,3,4,4,5,5,4,Limited local availability,Maybe,Busy Working Professional,No,4.0,4.12,4.0,5.0,3.67,4.67,4.44,2.25,46.0
R0488,30-39,Male,Retired,USD 10000-19999,Dog,7+ years,Occasionally (2-4/yr),Personal holiday,1,1,1,0,0,0,559,5,5,5,5,5,Yes - confirmed,3,2,2,2,5,5,5,5,5,5,4,5,1,1,0,3,4,2,3,1,Professional facility,4,4,4,4,Not aware,Noticeably better,40,55,71,110,Annual membership,4,4,5,5,4,4,4,5,4,Data privacy concern,Yes,Anxious Premium Pet Parent,No,5.0,4.88,4.0,4.33,4.33,4.33,4.33,2.25,63.0
R0489,Under 22,Female,Self-employed,USD 2000-4999,Cat,1-3 years,Very frequently (>10/yr),Personal holiday,0,1,0,1,1,0,143,3,3,3,3,3,No - no near-term need,5,4,4,3,4,4,4,4,3,4,3,4,1,1,1,3,0,2,1,6,Home-based caretaker,5,4,5,2,Yes - aware and used,Noticeably better,15,26,59,100,Monthly subscription,3,4,4,3,4,3,4,4,4,No significant barrier,Maybe,Convenience-Driven Casual Owner,No,3.0,3.75,4.0,3.67,3.33,4.0,3.67,4.0,42.5
R0490,50-59,Female,Self-employed,USD 10000-19999,Cat,1-3 years,Frequently (5-10/yr),Work travel,1,1,0,1,1,0,437,5,4,5,4,4,Yes - confirmed,3,2,2,2,5,5,4,4,4,5,4,4,0,1,1,2,1,0,10,0,Professional facility,4,4,3,4,Yes - aware and used,Marginally better,42,54,76,114,Pay-per-booking,4,4,4,4,4,5,5,4,5,Limited local availability,Yes,Anxious Premium Pet Parent,No,4.4,4.38,3.75,4.0,4.33,4.67,4.33,2.25,65.0
R0491,40-49,Female,Part-time,USD 2000-4999,Cat,7+ years,Rarely (≤1/yr),Personal holiday,1,1,0,0,1,0,168,3,3,3,3,3,No - no near-term need,3,3,4,3,4,3,4,4,3,3,3,3,2,0,1,2,7,0,1,2,Professional facility,5,4,4,3,Heard of but not used,Significantly better,14,21,36,59,Pay-per-booking,3,3,3,3,3,3,3,4,5,Price too high,Maybe,Budget-Sensitive Occasional User,No,3.0,3.38,4.0,3.0,3.0,4.0,3.33,3.25,28.5
R0492,40-49,Female,Full-time,USD 20000+,Dog,7+ years,Rarely (≤1/yr),Medical/family emergency,1,1,0,0,0,0,468,4,5,4,5,5,Yes - confirmed,4,2,2,2,5,5,5,5,4,4,4,4,3,1,0,1,1,0,4,5,Home-based caretaker,4,3,3,4,Yes - aware and used,Noticeably better,52,58,71,127,Annual membership,5,5,4,4,5,4,5,4,4,Price too high,Yes,Anxious Premium Pet Parent,No,4.6,4.5,3.5,4.67,4.33,4.33,4.44,2.5,64.5
R0493,40-49,Male,Self-employed,USD 10000-19999,Cat,4-7 years,Occasionally (2-4/yr),Personal holiday,0,0,0,0,0,0,245,4,3,3,3,3,Maybe - possible,3,3,4,4,4,3,3,3,3,3,4,5,2,3,1,0,1,1,7,0,Home-based caretaker,3,3,2,3,Yes - aware and used,Noticeably better,23,30,54,75,Pay-per-booking,3,2,3,2,3,3,3,3,3,Data privacy concern,No,Trust-Sceptical Non-Adopter,No,3.2,3.5,2.75,2.67,2.67,3.0,2.78,3.5,42.0
R0494,30-39,Male,Full-time,USD 10000-19999,Dog,7+ years,Very frequently (>10/yr),Work travel,1,1,0,1,1,0,479,5,4,3,3,4,No - no near-term need,3,3,3,4,4,3,3,3,3,4,5,5,0,1,2,1,3,3,5,0,Home-based caretaker,4,4,4,4,Heard of but not used,Significantly better,20,30,59,67,Annual membership,5,4,4,4,4,4,4,4,5,Unknown caretaker trust,Yes,Busy Working Professional,No,3.8,3.75,4.0,4.33,4.0,4.33,4.22,3.25,44.5
R0495,40-49,Male,Self-employed,USD 5000-9999,Cat,7+ years,Frequently (5-10/yr),Personal holiday,0,1,1,0,0,0,237,4,4,4,5,4,No - no near-term need,3,1,3,3,5,4,4,5,4,4,3,4,2,5,5,0,1,1,1,0,Home-based caretaker,5,3,4,4,Not aware,Marginally better,28,41,72,107,Freemium,3,4,4,3,4,4,5,3,4,Unknown caretaker trust,Yes,Busy Working Professional,No,4.2,4.12,4.0,3.67,3.67,4.0,3.78,2.5,56.5
R0496,60 or above,Non-binary,Full-time,USD 5000-9999,Dog,1-3 years,Very frequently (>10/yr),Work travel,1,1,0,0,0,0,486,5,4,4,4,4,Yes - confirmed,3,2,3,4,5,3,4,4,4,4,3,5,1,7,3,0,0,3,1,0,Professional facility,5,4,4,3,Not aware,Noticeably better,44,59,71,117,Annual membership,4,4,5,4,4,4,4,5,4,Unknown caretaker trust,No,Busy Working Professional,No,4.2,4.0,4.0,4.33,4.0,4.33,4.22,3.0,65.0
R0497,30-39,Female,Full-time,USD 2000-4999,Dog,4-7 years,Frequently (5-10/yr),Personal holiday,1,0,1,0,1,0,108,4,4,4,3,3,No - no near-term need,4,3,4,3,4,5,3,4,3,3,4,4,5,3,4,0,0,1,2,0,Hybrid,3,3,3,3,Not aware,Noticeably better,12,19,32,88,Pay-per-booking,4,3,4,3,4,3,4,3,3,Price too high,No,Budget-Sensitive Occasional User,No,3.6,3.75,3.0,3.67,3.33,3.33,3.44,3.5,25.5
R0498,22-29,Male,Full-time,USD 10000-19999,Cat,1-3 years,Rarely (≤1/yr),Personal holiday,1,0,1,0,1,0,208,4,5,4,4,4,No - no near-term need,2,3,1,1,5,5,5,4,3,5,5,5,3,3,1,1,1,0,6,0,No preference,4,5,4,4,Heard of but not used,Marginally better,57,65,97,129,Corporate benefit,4,4,5,5,4,5,5,4,5,Limited local availability,No,Anxious Premium Pet Parent,No,4.2,4.62,4.25,4.33,4.67,4.67,4.56,1.75,81.0
R0499,22-29,Male,Student,USD 5000-9999,Bird,7+ years,Rarely (≤1/yr),Work travel,1,1,0,0,0,0,80,4,3,2,3,3,No - no near-term need,4,2,4,3,3,3,3,4,3,3,4,3,2,2,3,1,4,1,1,1,Professional facility,4,4,3,3,Not aware,Significantly better,19,26,37,88,Freemium,3,3,3,3,3,2,4,3,4,Price too high,Maybe,Budget-Sensitive Occasional User,No,3.0,3.25,3.5,3.0,2.67,3.67,3.11,3.25,31.5
R0500,30-39,Female,Self-employed,USD 20000+,Dog,1-3 years,Frequently (5-10/yr),Long working hours,1,0,1,0,0,1,236,3,3,4,4,4,No - no near-term need,3,2,4,3,5,4,4,4,5,4,4,4,0,4,0,0,2,5,3,1,Home-based caretaker,4,5,4,4,Yes - aware and used,Noticeably better,31,47,70,96,Annual membership,5,4,4,4,5,4,5,5,5,Unknown caretaker trust,Maybe,Busy Working Professional,No,3.6,4.25,4.25,4.33,4.33,5.0,4.56,3.0,58.5
R0501,30-39,Male,Retired,USD 2000-4999,Bird,1-3 years,Rarely (≤1/yr),Work travel,0,0,0,0,1,0,235,4,3,4,3,3,Yes - confirmed,4,3,4,3,3,3,4,4,3,4,3,4,2,8,1,0,1,0,3,0,Professional facility,2,2,1,3,Yes - aware and used,Would not switch,16,22,36,67,Pay-per-booking,3,3,3,3,3,3,3,2,3,Data privacy concern,Maybe,Trust-Sceptical Non-Adopter,No,3.4,3.5,2.0,3.0,3.0,2.67,2.89,3.5,29.0
R0502,30-39,Female,Full-time,USD 10000-19999,Reptile,4-7 years,Occasionally (2-4/yr),Personal holiday,0,0,0,0,0,0,353,4,3,4,4,4,No - no near-term need,3,3,3,3,4,4,4,4,4,4,4,3,1,8,0,0,0,2,2,2,Home-based caretaker,4,4,3,5,Not aware,Noticeably better,35,44,55,106,Annual membership,4,4,4,4,5,4,4,5,4,Data privacy concern,Yes,Busy Working Professional,No,3.8,3.88,4.0,4.0,4.33,4.33,4.22,3.0,49.5
R0503,40-49,Male,Full-time,USD 5000-9999,Dog,< 1 year,Frequently (5-10/yr),Medical/family emergency,1,1,0,1,0,0,208,3,3,3,4,3,Maybe - possible,4,4,4,3,3,4,4,4,3,3,3,4,1,0,1,2,3,6,0,2,Home-based caretaker,4,4,4,5,Heard of but not used,Significantly better,26,36,59,67,Monthly subscription,4,5,4,4,4,3,3,4,4,Limited local availability,No,Convenience-Driven Casual Owner,No,3.2,3.5,4.25,4.33,3.67,3.67,3.89,3.75,47.5
R0504,30-39,Female,Full-time,USD 2000-4999,Dog,7+ years,Frequently (5-10/yr),Personal holiday,1,0,0,0,1,0,137,4,4,3,5,3,Yes - confirmed,3,3,4,4,4,3,3,4,3,3,3,3,1,3,0,0,1,5,2,3,Hybrid,3,3,3,3,Not aware,Would not switch,6,18,38,53,Corporate benefit,3,3,3,3,2,3,4,4,4,Price too high,Maybe,Budget-Sensitive Occasional User,No,3.8,3.25,3.0,3.0,2.67,4.0,3.22,3.5,28.0
R0505,50-59,Female,Part-time,USD 10000-19999,Cat,1-3 years,Occasionally (2-4/yr),Long working hours,0,0,0,0,0,0,111,4,4,4,3,4,No - no near-term need,4,3,3,3,4,3,3,3,3,3,3,4,0,3,9,0,1,1,0,1,Home-based caretaker,4,4,4,3,Heard of but not used,Significantly better,21,28,40,69,Pay-per-booking,4,4,3,2,4,3,3,3,3,No significant barrier,No,Budget-Sensitive Occasional User,No,3.8,3.25,3.75,3.67,3.0,3.0,3.22,3.25,34.0
R0506,40-49,Male,Self-employed,USD 5000-9999,Rabbit/small mammal,< 1 year,Frequently (5-10/yr),Personal holiday,0,0,1,1,1,0,108,4,3,4,4,3,Maybe - possible,3,4,4,2,5,4,3,4,4,3,4,4,0,2,6,0,0,3,4,0,Professional facility,3,3,3,3,Yes - aware and used,Significantly better,17,26,45,95,Freemium,3,3,3,3,3,3,3,4,3,Inconsistent quality,No,Trust-Sceptical Non-Adopter,No,3.6,3.88,3.0,3.0,3.0,3.33,3.11,3.25,35.5
